wine_id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol
330,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8
331,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8
332,10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1
333,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6
334,10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5
335,7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5
336,7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6
337,5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2
338,7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5
339,8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12
340,10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1
341,12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4
342,7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7
343,7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9
344,8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5
345,9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4
346,8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3
347,6.2,0.63,0.31,1.7,0.088,15,64,0.9969,3.46,0.79,9.3
348,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6
349,7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9
350,11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8
351,7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9
352,7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1
353,9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10
354,10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9
355,6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5
356,8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3
357,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5
358,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1
359,7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5
360,11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9
361,6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4
362,5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13
363,7.4,0.39,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2
364,6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4
365,7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2
366,9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4
367,7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5
368,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7
369,7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3
370,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5
371,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9
372,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9
373,9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8
374,7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5
375,6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2
376,7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8
377,6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55
378,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.5666666666667
379,6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8
380,7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2
381,6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4
382,8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4
383,6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8
384,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2
385,10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11
386,7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5
387,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8
388,6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8
389,8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10
390,10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11
391,8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1
392,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5
393,8.1,0.785,0.52,2,0.122,37,153,0.9969,3.21,0.69,9.3
394,6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4
395,11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2
396,6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3
397,7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7
398,7.6,0.41,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5
399,6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5
400,7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2
401,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1
402,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11
403,7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9
404,7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7
405,6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3
406,6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3
408,8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8
409,7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8
410,8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4
411,7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1
412,7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4
413,7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3
414,6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6
415,11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3
416,9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3
417,7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4
418,11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4
419,6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7
420,9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3
421,6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2
422,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7
423,12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2
424,7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2
425,6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2
426,8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2
427,6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1
428,14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8
429,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5
430,9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4
431,5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5
432,7,0.5,0.25,2,0.07,3,22,0.9963,3.25,0.63,9.2
433,9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6
434,6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95
435,8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8
436,9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8
437,7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4
438,7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5
439,7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1
440,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7
441,7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7
442,12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4
443,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9
444,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9
445,6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7
446,6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3
447,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1
448,6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5
449,9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11
450,6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1
451,9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4
452,7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5
453,9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9
454,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9
455,5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5
456,10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12
457,8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8
458,7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3
459,8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2
460,5,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5
461,5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2
462,8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6
463,7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1
464,11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3
465,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7
466,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5
467,9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4
468,7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7
469,7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4
470,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7
471,9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2
472,9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6
473,9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9
474,8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5
475,7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5
476,6.1,0.21,0.4,1.4,0.066,40.5,165,0.9912,3.25,0.59,11.9
477,9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4
478,9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7
479,9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7
480,7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10
481,7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7
482,7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4
483,6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5
484,8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6
485,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8
486,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4
487,5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13
488,9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9
489,11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3
490,7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4
491,8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8
492,7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10
493,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5
494,7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3
495,7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4
496,11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2
497,9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9
498,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1
499,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4
500,9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2
501,9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3
502,8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7
503,5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14
504,8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3
505,5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14
506,7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3
507,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9
508,10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4
509,8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3
510,7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9
511,7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4
512,9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5
513,8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2
514,7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11
515,10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4
516,10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1
517,5.7,1.13,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8
518,7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5
519,7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2
520,7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4
521,6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2
522,7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11
523,7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3
524,7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10
525,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11
526,11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2
527,6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6
528,6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7
529,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6
530,9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9
531,6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3
532,9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4
533,9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7
534,9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4
535,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12
536,8.1,0.56,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3
537,12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9
538,7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5
539,10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7
540,8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5
541,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5
542,8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8
543,10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5
544,7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4
545,5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9
546,8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3
547,8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11
548,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9
549,7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8
550,7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7
551,13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5
552,9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10
553,7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9
554,9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3
555,8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4
556,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7
557,6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3
558,9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3
559,7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7
560,7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7
561,7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9
562,6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9
563,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5
564,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2
565,10.2,0.42,0.57,3.4,0.07,4,10,0.9971,3.04,0.63,9.6
566,5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9
567,7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10
568,7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2
569,8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4
570,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.0666666666667
571,8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1
572,7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3
573,10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6
574,7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3
575,10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8
576,7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9
577,10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5
578,7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8
579,5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4
580,7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4
581,6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2
582,9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1
583,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9
584,7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2
585,12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5
587,8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4
588,9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5
589,6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9
590,7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2
591,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7
592,13.5,0.53,0.79,4.8,0.12,23,77,1.0018,3.18,0.77,13
593,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9
594,10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4
595,6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8
596,6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7
597,7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9
598,7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9
599,10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3
600,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5
601,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8
602,8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5
603,8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11
604,8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5
605,9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7
606,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9
607,7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5
608,7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4
609,6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6
610,7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8
611,6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8
612,10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12
613,9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12
614,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3
615,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9
616,8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9
617,7.6,0.9,0.06,2.5,0.079,5,10,0.9967,3.39,0.56,9.8
618,10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9
619,6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9
620,7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5
621,8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3
622,7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9
623,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6
624,8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4
625,6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6
626,9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10
627,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1
628,7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5
629,8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2
630,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9
631,8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5
632,8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3
633,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2
634,7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9
635,7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9
636,6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3
637,15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2
638,11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5
639,10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8
640,7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5
641,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2
642,11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10
643,9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9
644,8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1
645,6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4
646,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2
647,6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8
648,6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8
649,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8
650,6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5
651,10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4
652,7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2
653,7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2
654,7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4
655,6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10
656,9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7
657,7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3
658,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6
659,10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5
660,9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5
661,7.7,0.63,0.08,1.9,0.076,15,27,0.9967,3.32,0.54,9.5
662,9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12
