wine_id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality
314,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6
315,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5
316,6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9,6
317,7.1,0.25,0.32,10.3,0.041,66,272,0.9969,3.17,0.52,9.1,6
318,6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,6
319,6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,6
320,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7
321,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5
322,6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,5
323,5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55,6
324,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8
325,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5
326,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8
327,6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4,9
328,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5
329,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6
330,7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,6
331,7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,6
332,6.1,0.27,0.25,1.8,0.041,9,109,0.9929,16,0.54,9,5
333,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7
334,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6
335,6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,5
336,6.9,0.33,0.28,1.3,0.051,37,187,0.9927,3.27,0.6,10.3,5
337,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,5
338,7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,6
339,5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,6
340,6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,6
341,7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,6
342,8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,5
343,6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,6
344,7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,7
345,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6
346,7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,6
347,6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6
348,6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6
349,5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8
350,9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,5
351,7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,6
352,6.4,0.29,0.2,15.6,0.04,20,142,0.9962,3.1,0.54,10.6,5
353,8.1,0.3,0.31,1.1,0.041,49,123,0.9914,2.99,0.45,11.1,6
354,7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,7
355,8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5,6
356,7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5,5
357,6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6,6
358,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5
359,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6
360,7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,6
361,6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,7
362,6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,5
363,7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,6
364,7.9,0.28,0.41,2,0.044,50,152,0.9934,3.45,0.49,10.7,8
365,6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6,5
366,5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,4
367,5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5,7
368,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6
369,7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,7
370,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6
371,6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,5
372,7,0.21,0.37,7.2,0.042,36,167,0.9958,3.26,0.56,9.8,6
373,5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,6
374,7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,7
375,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6
376,7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6
377,6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,7
378,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,6
379,6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,5
380,6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6
381,6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,6
382,6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,6
383,9.8,0.31,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,5
384,7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5,6
385,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6
386,6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,6
387,6.7,0.33,0.34,7.5,0.036,39,124,0.99123000000000006,2.99,0.32,12.4,8
388,7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,7
389,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8
390,6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,6
391,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6
392,7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6
393,6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8
394,7.9,0.46,0.32,4.1,0.033,40,138,0.9912,3.18,0.44,12.8,7
395,5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,6
396,6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,6
397,7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6
398,7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5
399,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6
400,6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,7
401,8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,5
402,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7
403,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
404,7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6
405,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6
406,6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,6
407,8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6
408,6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,5
409,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5
410,7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,5
411,6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,5
412,6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,6
413,6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4,8
414,6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,6
415,7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,7
416,6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,5
417,6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8
418,6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,7
419,6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5
420,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7
421,7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6
422,6.3,0.36,0.3,4.8,0.049,14,85,0.9932,3.28,0.39,10.6,5
423,8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,5
424,6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6
425,7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,6
426,7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,6
427,6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,8
428,8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,6
429,7.9,0.64,0.46,10.6,0.244,33,227,0.9983,2.87,0.74,9.1,3
430,6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,7
431,6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5
432,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7
433,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5
434,7.6,0.27,0.42,2.6,0.044,29,110,0.9912,3.31,0.51,12.7,6
435,6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,7
436,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6
437,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4
438,7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6
439,6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,5
440,5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,7
441,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6
442,5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,5
443,7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5
444,8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6
445,6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,5
446,6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,6
447,6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7
448,6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,6
449,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5
450,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7
451,5.8,0.35,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.633333333333301,7
452,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6
453,6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,7
454,8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,6
455,5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6
456,9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,6
457,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5
458,8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,6
459,6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,6
460,7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,7
461,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7
462,6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7,4
463,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6
464,7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,6
465,7.4,0.31,0.74,10.7,0.039,51,147,0.9977,3.02,0.43,8.7,5
466,7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,5
467,7.7,0.31,0.26,7.8,0.031,23,90,0.9944,3.13,0.5,10.4,5
468,7.6,0.23,0.26,15.3,0.067,32,166,0.9986,3.03,0.44,9.2,4
469,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7
470,6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,4
471,8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,6
472,8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,5
473,9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,6
474,6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,6
475,5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6
476,7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6,6
477,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6
478,6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,5
479,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6
480,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5
481,6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,6
482,6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,7
483,7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7
484,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6
485,6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,5
486,7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,6
487,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,NA,0.51,9.2,5
488,6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,6
489,7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6
490,6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6
491,6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6
492,6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,4
493,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7
494,6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,7
495,6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10,5
496,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
497,7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,5
498,6.1,0.36,0.41,19.35,0.07,67,207,1.00118,3.39,0.53,9.1,5
499,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6
500,7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,6
501,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7
502,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6
503,6.7,0.38,0.26,9.55,0.036,35,91,0.9919,2.98,0.37,12.4,6
504,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7
505,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.53333333333333,6
506,5.6,0.26,0.18,1.4,0.034,18,135,0.99174,3.32,0.35,10.2,6
507,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6
508,6.4,0.22,0.34,1.8,0.057,29,104,0.9959,3.81,0.57,10.3,6
509,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7
510,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6
511,6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,7
512,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7
513,6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6
514,7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6
515,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5
516,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6
517,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
518,6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,6
519,6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,6
520,6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6
521,6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6
522,5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,6
523,6.4,0.28,0.43,7.1,0.045,60,221,0.9952,3.09,0.45,9.4,6
524,6.3,0.41,0.16,0.9,0.032,25,98,0.99274,3.16,0.42,9.5,5
525,6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,6
526,5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,5
527,7.9,0.51,0.36,6.2,0.051,30,173,0.9984,3.09,0.53,9.7,5
528,7.5,0.3,0.32,1.4,0.032,31,161,0.99154,2.95,0.42,10.5,5
529,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5
530,5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,6
531,6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,7
532,6.3,0.2,0.24,1.7,0.052,36,135,0.99374,3.8,0.66,10.8,6
533,7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3,7
534,5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10,7
535,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5
536,6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,5
537,6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,6
538,5.3,0.6,0.34,1.4,0.031,3,60,0.98854,3.27,0.38,13,6
539,8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,6
540,5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,5
541,7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,5
542,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6
543,5.9,0.27,0.32,2,0.034,31,102,0.98952,3.16,0.56,12.3,6
544,6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7
545,5.9,0.21,0.31,1.8,0.033,45,142,0.98984,3.35,0.5,12.7,6
546,7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,6
547,6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5
548,7.7,0.15,0.29,1.3,0.029,10,64,0.9932,3.35,0.39,10.1,5
549,8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,6
550,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6
551,7.8,0.15,0.34,1.1,0.035,31,93,0.99096,3.07,0.72,11.3,7
552,5.9,0.37,0.3,1.5,0.033,35,95,0.98986,3.36,0.56,12,7
553,6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7,6
554,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6
555,6.4,0.26,0.35,7.7,0.056,45,191,0.99527,3.16,0.5,9.5,5
556,7.9,0.29,0.36,11.1,0.033,43,208,0.9969,3.14,0.46,10.3,5
557,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
558,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5
559,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6
560,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5
561,6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7
562,8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,5
563,6.2,0.27,0.43,7.8,0.056,48,244,0.9956,3.1,0.51,9,6
564,8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,6
565,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
566,6.4,0.43,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1,4
567,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6
568,5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,7
569,7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5,5
570,6.9,0.31,0.34,7.4,0.059,36,174,0.9963,3.46,0.62,11.1,7
571,7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6
572,5.8,0.27,0.2,14.95,0.044,22,179,0.9962,3.37,0.37,10.2,5
573,6.3,0.23,0.5,10.4,0.043,61,132,0.99542,2.86,0.46,9.1,6
574,6.4,0.35,0.28,1.1,0.055,9,160,0.99405,3.42,0.5,9.1,7
575,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7
576,6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,6
577,6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6
578,6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,6
579,6.4,0.28,0.56,1.7,0.156,49,106,0.99354,3.1,0.37,9.2,6
580,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6
581,6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7
582,6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6
583,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,6
584,5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,6
585,6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6
586,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5
587,6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,5
588,5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,5
589,6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,7
590,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
591,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7
592,5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,6
593,5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,6
594,7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,6
595,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,7
596,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5
597,7.2,0.2,0.38,1,0.037,21,74,0.9918,3.21,0.37,11,5
598,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.3333333333333,6
599,6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,6
600,6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,6
601,7.3,0.3,0.42,7.35,0.025,51,175,0.9928,3.04,0.32,11.4,6
602,6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,6
603,7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,8
604,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5
605,7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6
606,8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6
607,6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,4
608,6.3,0.4,0.32,10.6,0.049,38,209,0.9981,3.47,0.59,9.3,6
609,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5
610,6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5
611,6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6
612,7.4,0.41,0.34,4.7,0.042,19,127,0.9953,3.25,0.42,10.4,5
613,8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,6
614,5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7
615,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6
616,5.4,0.45,0.27,6.4,0.033,20,102,0.98944,3.22,0.27,13.4,8
617,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7
618,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7
619,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6
620,6.7,0.25,0.26,13.5,0.06,50,156,0.99784,3.39,0.46,9.9,6
621,9,0.22,0.49,10.4,0.048,52,195,0.9987,3.31,0.44,10.2,6
622,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6
623,5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,8
624,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6
625,7,0.22,0.33,2.1,0.052,15,76,0.993,3.2,0.41,10.6,6
626,8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5
627,6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,6
